date,HORA,SBJ,CDM,STA,VMT,CRS,SJL,SMP,CRB,PPD
12/4/2022,23:00:00,15.86,8.27,16.78,3.40,,17.81,11.24,37.85,
13/4/2022,0:00:00,15.98,8.32,18.96,4.29,,23.58,10.93,36.26,
13/4/2022,1:00:00,14.85,7.60,18.71,4.13,,22.50,9.82,37.89,
13/4/2022,2:00:00,17.61,9.94,15.07,04.05,,14.00,10.94,29.17,
13/4/2022,3:00:00,22.71,11.98,17.54,3.97,,15.32,14.87,29.71,
13/4/2022,4:00:00,21.44,11.90,19.22,5.93,,22.13,15.04,35.78,
13/4/2022,5:00:00,20.88,13.95,23.35,3.86,,25.48,16.68,40.81,
13/4/2022,6:00:00,23.18,17.09,26.36,3.51,,26.51,21.76,49.02,
13/4/2022,7:00:00,25.36,17.87,30.35,5.23,,29.55,30.18,65.85,
13/4/2022,8:00:00,33.51,,36.16,5.54,,36.51,39.12,86.40,
13/4/2022,9:00:00,52.79,,51.15,07.04,,50.53,34.96,89.20,
13/4/2022,10:00:00,55.02,,44.34,8.87,,44.73,27.82,75.47,
13/4/2022,11:00:00,43.27,,36.89,10.17,,38.34,29.39,72.75,
13/4/2022,12:00:00,42.08,,34.63,09.07,,30.72,27.47,68.77,
13/4/2022,13:00:00,34.57,,30.87,10.19,36.58,31.73,18.86,58.56,
13/4/2022,14:00:00,22.87,23.28,23.59,8.91,30.32,24.66,19.27,42.15,
13/4/2022,15:00:00,23.15,20.41,24.37,13.10,26.56,25.48,20.62,40.00,
13/4/2022,16:00:00,23.24,21.02,24.01,10.81,25.28,25.76,21.57,41.83,
13/4/2022,17:00:00,24.70,20.89,21.73,35.76,23.96,25.84,22.30,44.78,
13/4/2022,18:00:00,23.71,21.00,22.56,39.73,26.88,28.02,21.17,52.35,
13/4/2022,19:00:00,24.06,18.65,24.14,46.58,24.68,28.78,20.02,55.78,
13/4/2022,20:00:00,22.19,18.70,25.10,53.40,22.94,29.16,20.73,51.09,
13/4/2022,21:00:00,24.62,19.87,24.81,63.21,20.99,28.34,21.02,55.28,
13/4/2022,22:00:00,27.71,20.85,23.61,80.27,23.67,30.25,27.91,64.03,
13/4/2022,23:00:00,29.67,26.73,26.12,57.88,26.84,33.43,28.85,61.78,
14/4/2022,0:00:00,32.61,32.83,34.92,63.13,25.32,26.44,24.28,63.08,
14/4/2022,1:00:00,33.54,27.31,31.05,58.53,25.14,24.85,26.16,61.24,
14/4/2022,2:00:00,28.21,24.17,28.06,46.29,25.60,26.48,27.52,48.59,
14/4/2022,3:00:00,24.62,21.34,25.41,38.37,28.20,29.51,20.21,47.75,
14/4/2022,4:00:00,24.60,23.87,25.31,39.07,28.74,31.36,19.23,58.65,
14/4/2022,5:00:00,23.16,21.54,36.63,35.36,33.73,36.33,19.25,67.85,
14/4/2022,6:00:00,22.03,20.76,42.15,31.04,41.21,38.37,20.96,61.97,
14/4/2022,7:00:00,23.47,22.51,42.45,27.98,54.06,35.66,22.94,62.62,
14/4/2022,8:00:00,31.78,31.99,56.04,43.87,88.31,37.51,28.45,63.84,
14/4/2022,9:00:00,47.21,35.05,122.70,56.81,99.93,47.98,36.21,105.10,
14/4/2022,10:00:00,43.83,39.64,63.05,51.03,92.81,52.25,37.11,111.30,
14/4/2022,11:00:00,35.13,36.07,37.90,44.75,50.24,41.85,31.13,82.33,
14/4/2022,12:00:00,26.34,32.16,31.61,40.78,34.82,32.06,27.39,53.35,
14/4/2022,13:00:00,20.03,17.59,28.40,35.07,29.52,28.17,25.00,49.85,
14/4/2022,14:00:00,20.36,16.55,17.72,34.20,24.15,23.27,19.04,45.85,
14/4/2022,15:00:00,21.21,14.74,16.77,32.68,23.28,18.98,15.59,49.90,
14/4/2022,16:00:00,21.06,16.19,16.80,36.30,19.30,17.75,13.93,36.47,
14/4/2022,17:00:00,22.06,17.13,17.98,43.67,17.87,18.38,16.02,34.36,
14/4/2022,18:00:00,35.01,26.34,24.89,51.60,24.57,20.04,22.04,36.73,
14/4/2022,19:00:00,40.96,28.85,34.95,57.71,33.63,31.28,29.43,40.99,
14/4/2022,20:00:00,22.70,20.17,36.17,36.87,39.13,39.18,26.42,55.05,
14/4/2022,21:00:00,20.77,18.75,27.00,41.06,36.98,33.80,16.33,60.74,
14/4/2022,22:00:00,22.36,21.47,25.36,54.45,33.32,32.54,14.64,52.88,
14/4/2022,23:00:00,25.40,24.11,31.17,60.61,33.57,40.31,20.45,49.43,
15/4/2022,0:00:00,26.52,23.61,30.96,68.33,46.80,41.24,18.80,52.07,
15/4/2022,1:00:00,25.96,20.48,28.54,55.99,48.63,42.73,13.05,50.80,
15/4/2022,2:00:00,29.20,26.10,24.20,53.58,33.13,31.51,16.33,43.43,
15/4/2022,3:00:00,31.79,28.85,24.46,43.82,37.93,22.93,20.42,39.25,
15/4/2022,4:00:00,25.67,28.01,27.52,50.83,25.05,26.96,20.13,37.12,
15/4/2022,5:00:00,26.52,25.04,28.60,52.10,26.62,27.04,20.45,38.84,
15/4/2022,6:00:00,30.49,26.62,27.80,53.67,28.18,25.76,21.20,47.09,
15/4/2022,7:00:00,31.71,25.84,30.26,57.55,33.51,28.97,24.72,53.35,
15/4/2022,8:00:00,31.74,24.75,34.65,61.67,40.18,35.28,29.53,69.23,
15/4/2022,9:00:00,28.61,27.31,45.48,70.14,55.31,52.25,27.90,74.47,
15/4/2022,10:00:00,27.36,24.23,48.70,53.61,44.60,63.94,23.92,81.30,
15/4/2022,11:00:00,20.33,15.84,36.02,41.77,35.70,45.77,19.76,74.90,
15/4/2022,12:00:00,20.15,14.83,23.19,42.41,27.43,23.92,19.16,68.50,
15/4/2022,13:00:00,20.06,12.69,26.87,40.94,26.01,22.01,13.17,45.15,
15/4/2022,14:00:00,20.02,11.84,23.59,40.01,22.65,30.65,11.72,37.70,
15/4/2022,15:00:00,19.97,13.41,20.58,31.75,22.54,23.82,14.50,36.39,
15/4/2022,16:00:00,17.34,12.61,16.02,26.36,18.47,18.33,12.63,39.43,
15/4/2022,17:00:00,17.44,13.94,14.77,27.26,16.58,15.42,12.06,28.18,
15/4/2022,18:00:00,17.91,13.80,15.08,28.05,15.99,16.16,11.29,28.89,
15/4/2022,19:00:00,18.53,13.83,17.45,31.34,16.82,16.53,11.57,31.39,
15/4/2022,20:00:00,21.57,15.25,16.65,32.74,16.27,20.47,11.88,33.86,
15/4/2022,21:00:00,19.32,15.16,17.98,33.26,17.60,20.73,11.63,35.74,
15/4/2022,22:00:00,23.32,19.28,18.39,37.54,22.81,24.65,13.68,37.38,
15/4/2022,23:00:00,24.34,20.38,18.80,43.19,22.53,23.85,13.85,39.93,
16/4/2022,0:00:00,25.36,22.08,19.30,46.33,25.84,24.87,13.35,41.57,
16/4/2022,1:00:00,23.40,20.64,19.34,34.55,25.51,27.69,12.37,41.21,
16/4/2022,2:00:00,23.70,21.89,19.70,40.12,22.27,24.70,13.89,39.72,
16/4/2022,3:00:00,24.52,21.10,21.59,40.38,56.39,27.59,14.77,40.46,
16/4/2022,4:00:00,24.00,19.03,24.43,45.04,83.59,28.16,18.63,41.06,
16/4/2022,5:00:00,22.62,12.88,19.36,42.46,38.88,22.22,23.37,43.07,
16/4/2022,6:00:00,19.82,19.84,22.16,43.48,20.65,21.36,14.96,49.64,
16/4/2022,7:00:00,21.20,23.60,26.56,51.58,26.55,29.44,19.57,63.90,
16/4/2022,8:00:00,26.48,24.01,33.53,67.88,35.34,37.85,24.13,69.77,
16/4/2022,9:00:00,23.25,23.59,32.46,61.95,33.50,41.21,28.48,67.33,
16/4/2022,10:00:00,21.47,17.21,22.89,57.53,29.91,39.64,25.21,74.33,
16/4/2022,11:00:00,20.97,15.46,23.13,56.01,25.11,27.78,16.94,74.66,
16/4/2022,12:00:00,20.71,14.24,26.82,54.50,26.46,20.17,14.80,55.68,
16/4/2022,13:00:00,20.59,12.78,26.33,44.80,27.36,18.62,14.59,53.31,
16/4/2022,14:00:00,20.46,13.84,16.96,38.58,21.68,17.38,13.43,48.00,
16/4/2022,15:00:00,21.95,14.18,16.00,32.49,17.25,15.39,13.97,40.04,
16/4/2022,16:00:00,20.45,15.10,14.96,30.87,15.57,13.84,12.42,36.11,
16/4/2022,17:00:00,19.03,16.25,15.24,34.85,15.86,16.35,13.81,32.54,
16/4/2022,18:00:00,17.49,15.86,15.41,34.23,17.67,17.19,13.94,35.73,
16/4/2022,19:00:00,20.87,14.88,16.63,38.25,19.08,16.57,16.06,35.72,
16/4/2022,20:00:00,27.62,17.62,20.15,40.86,23.74,20.98,15.72,40.98,
16/4/2022,21:00:00,24.43,17.36,22.43,44.02,22.12,25.30,13.45,42.83,
16/4/2022,22:00:00,17.59,15.67,24.11,46.27,22.05,27.61,12.85,41.84,
16/4/2022,23:00:00,16.89,15.71,24.63,40.93,21.15,26.40,12.39,44.41,
17/4/2022,0:00:00,17.48,14.51,16.75,35.72,18.74,22.03,11.39,40.15,
17/4/2022,1:00:00,18.77,13.80,18.22,35.58,23.68,20.62,11.06,42.00,
17/4/2022,2:00:00,17.49,12.44,19.60,27.16,48.62,21.96,12.66,43.39,
17/4/2022,3:00:00,14.74,11.56,21.67,18.40,21.51,21.80,10.17,41.41,
17/4/2022,4:00:00,14.67,11.20,15.55,20.13,11.14,20.35,9.21,40.65,
17/4/2022,5:00:00,18.31,17.68,20.05,23.14,12.16,27.53,20.68,43.92,
17/4/2022,6:00:00,29.17,27.55,24.73,26.40,16.97,36.91,29.20,51.15,
17/4/2022,7:00:00,38.58,37.93,32.04,38.02,19.94,30.05,32.88,65.28,
17/4/2022,8:00:00,49.86,43.75,34.36,46.01,41.31,38.34,28.81,87.20,
17/4/2022,9:00:00,53.57,36.09,47.66,43.95,52.39,48.02,26.34,135.60,
17/4/2022,10:00:00,47.06,35.59,42.55,55.84,43.92,45.13,26.56,89.30,
17/4/2022,11:00:00,47.27,33.81,37.54,53.18,40.76,39.59,26.93,63.98,
17/4/2022,12:00:00,33.34,24.06,31.46,43.43,31.95,32.55,21.59,55.72,
17/4/2022,13:00:00,22.19,21.42,21.97,37.10,27.22,26.08,17.33,43.60,
17/4/2022,14:00:00,23.08,20.53,21.54,31.44,22.27,23.00,19.57,36.78,
17/4/2022,15:00:00,20.86,21.15,24.42,30.50,22.66,22.02,19.42,34.63,
17/4/2022,16:00:00,23.26,20.72,24.15,30.83,21.86,22.55,17.19,32.84,
17/4/2022,17:00:00,23.58,20.29,20.96,30.87,20.88,21.70,20.42,35.63,
17/4/2022,18:00:00,22.52,21.28,20.57,38.63,21.04,21.08,22.81,40.07,
17/4/2022,19:00:00,23.96,23.92,24.16,54.31,25.18,26.50,21.85,46.25,
17/4/2022,20:00:00,29.03,24.74,30.95,72.29,32.71,28.59,24.98,50.84,
17/4/2022,21:00:00,31.24,22.05,28.98,89.49,27.75,35.04,24.48,58.99,
17/4/2022,22:00:00,28.35,19.54,26.13,86.89,26.29,36.21,20.85,67.81,
17/4/2022,23:00:00,28.28,19.09,25.12,56.05,24.33,29.42,14.33,56.66,
18/4/2022,0:00:00,23.74,24.19,22.63,47.32,22.16,29.73,21.81,50.31,
18/4/2022,1:00:00,27.17,28.36,21.81,46.15,22.33,29.38,23.16,46.88,
18/4/2022,2:00:00,27.65,31.61,22.81,54.78,24.23,31.96,25.22,48.50,
18/4/2022,3:00:00,29.96,29.86,33.06,53.28,52.40,32.13,55.41,52.47,
18/4/2022,4:00:00,29.44,29.47,88.10,63.91,63.26,32.64,57.39,56.09,
18/4/2022,5:00:00,39.77,46.97,68.71,50.74,56.37,37.55,47.61,66.81,
18/4/2022,6:00:00,49.06,32.01,39.44,41.94,26.98,49.52,38.34,72.98,
18/4/2022,7:00:00,37.90,30.43,53.01,55.77,35.30,55.30,33.19,68.03,
18/4/2022,8:00:00,52.13,46.93,56.84,66.38,92.47,65.53,36.53,80.30,
18/4/2022,9:00:00,70.91,62.16,80.40,69.12,120.78,73.60,47.19,105.00,
18/4/2022,10:00:00,63.18,47.25,62.07,71.38,64.72,71.95,46.32,89.00,
18/4/2022,11:00:00,44.49,28.42,44.04,66.74,43.91,56.14,33.25,74.90,
18/4/2022,12:00:00,31.65,20.77,30.83,57.38,32.50,43.11,29.94,67.24,
18/4/2022,13:00:00,25.59,17.53,23.57,41.68,27.10,30.55,27.93,52.69,
18/4/2022,14:00:00,18.00,13.12,19.62,38.09,23.65,25.70,19.01,44.77,
18/4/2022,15:00:00,19.10,14.81,16.98,37.86,18.66,21.23,15.99,48.77,
18/4/2022,16:00:00,18.14,15.56,17.44,45.72,17.41,21.80,16.06,39.23,
18/4/2022,17:00:00,20.63,18.89,19.41,47.32,19.59,21.35,18.26,35.52,
18/4/2022,18:00:00,18.90,19.56,23.02,70.83,21.89,26.57,20.24,35.15,
18/4/2022,19:00:00,24.96,18.74,26.34,92.00,24.80,36.72,21.72,45.03,
18/4/2022,20:00:00,39.82,28.73,34.06,101.33,33.24,37.15,26.85,52.98,
18/4/2022,21:00:00,33.68,29.35,40.25,87.05,39.64,44.63,27.11,57.64,
18/4/2022,22:00:00,19.05,15.27,31.58,32.87,39.76,34.22,17.09,53.45,
18/4/2022,23:00:00,17.08,14.97,27.94,35.68,37.04,32.27,15.34,43.45,
19/4/2022,0:00:00,18.87,16.90,20.79,42.13,31.53,30.06,16.18,36.93,
19/4/2022,1:00:00,22.27,18.45,24.46,53.77,27.48,27.13,16.90,34.66,
19/4/2022,2:00:00,33.59,18.15,26.29,46.42,32.33,30.28,16.74,35.90,
19/4/2022,3:00:00,24.76,17.80,28.98,47.16,30.67,31.14,15.14,35.37,
19/4/2022,4:00:00,19.03,17.54,25.40,51.39,32.67,32.92,16.83,37.84,
19/4/2022,5:00:00,21.66,20.51,27.17,41.17,41.52,30.18,20.73,33.69,
19/4/2022,6:00:00,24.86,20.82,34.24,60.18,55.25,34.38,24.13,35.58,
19/4/2022,7:00:00,27.15,21.98,53.52,88.59,98.84,38.57,28.74,56.08,
19/4/2022,8:00:00,28.71,25.08,63.88,98.22,106.81,53.84,31.85,66.55,
19/4/2022,9:00:00,26.15,23.04,50.95,84.62,67.75,58.10,33.78,80.60,
19/4/2022,10:00:00,29.83,24.80,42.79,65.62,50.97,55.78,28.94,108.00,
19/4/2022,11:00:00,38.78,24.31,41.31,53.02,46.36,48.09,33.97,106.70,
19/4/2022,12:00:00,32.92,23.84,37.73,47.11,42.36,40.45,27.00,92.20,
19/4/2022,13:00:00,25.84,14.94,42.17,45.31,39.61,34.09,26.14,70.68,
19/4/2022,14:00:00,17.92,11.43,32.92,45.04,35.06,27.30,14.60,54.96,
19/4/2022,15:00:00,19.77,12.10,23.74,43.79,,22.23,13.50,38.50,
19/4/2022,16:00:00,20.15,11.58,19.50,37.92,,21.16,14.29,35.16,
19/4/2022,17:00:00,16.65,13.85,15.96,32.06,,28.62,12.99,31.41,
19/4/2022,18:00:00,20.33,15.40,17.46,42.21,,21.49,15.31,31.80,
19/4/2022,19:00:00,25.82,15.89,23.59,47.68,,21.78,15.50,36.56,
19/4/2022,20:00:00,26.53,17.10,24.03,38.13,,29.15,18.92,37.56,
19/4/2022,21:00:00,24.08,19.54,27.91,40.70,,28.83,20.25,44.06,
19/4/2022,22:00:00,33.67,25.40,32.96,56.89,,32.60,21.84,52.30,
19/4/2022,23:00:00,21.62,19.23,37.21,56.98,,35.98,15.53,57.35,
20/4/2022,0:00:00,23.16,20.25,28.74,53.24,,37.85,14.33,48.83,
20/4/2022,1:00:00,27.72,20.72,32.09,53.99,,33.99,18.43,37.00,
20/4/2022,2:00:00,27.10,24.62,31.44,46.99,,33.52,19.55,37.29,
20/4/2022,3:00:00,25.57,23.96,38.01,59.15,,34.16,19.52,39.33,
20/4/2022,4:00:00,26.04,23.19,85.60,55.03,,32.77,20.88,49.31,
20/4/2022,5:00:00,27.44,20.00,110.40,50.92,,32.81,20.03,87.90,
20/4/2022,6:00:00,19.22,12.61,67.64,61.03,,40.65,18.55,75.80,
20/4/2022,7:00:00,19.51,11.87,46.43,88.26,,43.20,23.42,60.44,
20/4/2022,8:00:00,31.62,28.71,53.19,130.85,,54.71,39.31,80.90,
20/4/2022,9:00:00,46.82,38.35,52.44,64.57,,68.79,48.14,111.80,
20/4/2022,10:00:00,50.26,34.72,41.20,90.98,,71.24,38.57,94.80,
20/4/2022,11:00:00,50.73,35.18,32.52,77.88,,41.47,28.93,110.70,
20/4/2022,12:00:00,32.07,,34.55,58.87,,30.11,22.03,73.31,
20/4/2022,13:00:00,22.61,,22.56,54.67,,26.77,13.42,40.19,
20/4/2022,14:00:00,19.65,,17.34,47.32,,17.95,13.02,33.41,
20/4/2022,15:00:00,18.25,,15.69,31.88,,17.04,14.59,29.95,
20/4/2022,16:00:00,20.27,,15.66,35.48,25.40,18.57,15.28,28.24,
20/4/2022,17:00:00,27.62,,23.15,38.78,36.19,20.97,17.43,31.43,
20/4/2022,18:00:00,21.28,,26.90,36.36,40.56,21.38,18.87,35.14,
20/4/2022,19:00:00,23.40,,30.64,39.49,39.59,19.49,19.55,35.04,
20/4/2022,20:00:00,26.49,,34.02,52.13,38.66,20.33,19.07,32.89,
20/4/2022,21:00:00,21.73,,33.81,66.46,40.53,22.33,15.16,42.54,
20/4/2022,22:00:00,21.12,,40.09,75.06,41.46,26.09,15.14,48.37,
20/4/2022,23:00:00,21.36,,36.93,66.62,43.43,28.30,16.54,45.17,
21/4/2022,0:00:00,30.05,,41.02,54.02,45.86,28.73,21.11,43.27,
21/4/2022,1:00:00,32.22,,41.19,55.05,42.44,23.80,21.09,46.92,
21/4/2022,2:00:00,28.58,,29.73,48.29,38.05,21.35,16.92,49.27,
21/4/2022,3:00:00,21.67,,32.90,39.08,45.85,27.94,17.16,59.26,
21/4/2022,4:00:00,18.57,,31.23,38.86,48.17,27.91,16.08,56.23,
21/4/2022,5:00:00,19.09,,34.62,28.67,49.11,27.65,22.78,52.74,
21/4/2022,6:00:00,21.50,,42.64,36.14,56.83,29.29,24.08,52.69,
21/4/2022,7:00:00,21.44,,47.76,55.17,65.52,40.14,25.54,61.94,
21/4/2022,8:00:00,27.09,,51.30,66.80,64.03,46.83,35.17,91.90,
21/4/2022,9:00:00,36.78,,69.75,70.93,60.97,53.42,49.49,97.90,
21/4/2022,10:00:00,34.93,,61.26,66.26,71.31,55.10,38.47,93.60,
21/4/2022,11:00:00,40.56,,41.42,69.61,46.96,40.63,33.78,62.33,
21/4/2022,12:00:00,29.78,,38.09,59.46,47.68,24.08,24.88,46.70,
21/4/2022,13:00:00,24.00,,32.91,45.52,41.31,18.73,14.19,38.88,
21/4/2022,14:00:00,19.68,,14.91,37.11,25.32,13.17,11.15,34.97,
21/4/2022,15:00:00,22.07,,12.32,27.86,17.77,10.24,13.50,31.06,
21/4/2022,16:00:00,25.61,,14.46,17.14,19.42,10.07,14.84,31.72,
21/4/2022,17:00:00,22.44,17.61,13.82,34.49,20.26,13.03,16.67,27.98,
21/4/2022,18:00:00,27.01,21.17,15.28,51.25,26.64,12.54,19.13,33.63,
21/4/2022,19:00:00,25.03,24.96,26.35,56.49,36.59,14.91,19.30,41.57,
21/4/2022,20:00:00,29.67,25.68,31.89,63.96,42.57,16.90,24.43,33.02,
21/4/2022,21:00:00,34.11,24.70,46.57,64.80,43.34,21.99,22.65,46.44,
21/4/2022,22:00:00,24.31,23.34,51.18,69.39,46.72,30.19,21.07,48.49,
21/4/2022,23:00:00,23.00,17.35,34.58,44.67,51.60,29.67,17.49,38.96,
22/4/2022,0:00:00,22.69,18.62,29.50,31.94,34.53,21.66,16.10,30.59,
22/4/2022,1:00:00,24.66,24.61,32.64,35.00,31.54,22.26,18.95,25.55,
22/4/2022,2:00:00,23.89,20.04,33.34,36.15,34.79,26.12,18.06,25.36,
22/4/2022,3:00:00,24.56,19.59,34.31,38.53,36.34,27.40,19.84,29.13,
22/4/2022,4:00:00,24.36,22.28,35.56,32.36,44.03,27.79,20.56,32.11,
22/4/2022,5:00:00,23.26,22.76,39.14,36.47,55.98,27.57,18.82,33.09,
22/4/2022,6:00:00,24.32,15.07,39.84,38.98,64.92,31.14,20.71,38.81,
22/4/2022,7:00:00,17.58,9.49,42.08,38.70,42.72,30.30,15.84,53.25,
22/4/2022,8:00:00,18.64,15.49,42.37,53.18,48.24,35.97,16.99,63.85,
22/4/2022,9:00:00,27.51,23.18,68.68,65.65,90.26,43.59,26.81,67.90,
22/4/2022,10:00:00,29.95,23.32,60.27,62.38,89.22,48.23,30.44,68.44,
22/4/2022,11:00:00,21.80,14.42,38.64,,53.86,38.22,24.68,83.80,
22/4/2022,12:00:00,15.91,10.76,28.90,,43.68,28.78,13.15,71.15,
22/4/2022,13:00:00,17.69,13.96,29.12,,43.92,23.17,13.93,35.52,
22/4/2022,14:00:00,14.01,12.41,23.12,,41.05,19.89,12.14,29.17,
22/4/2022,15:00:00,12.36,13.11,17.08,,27.74,16.60,12.28,23.81,
22/4/2022,16:00:00,13.87,13.58,17.83,,26.18,13.31,13.16,22.34,
22/4/2022,17:00:00,16.87,15.23,22.23,,29.55,13.90,13.60,26.04,
22/4/2022,18:00:00,16.65,16.02,25.04,,32.31,20.53,13.49,27.51,
22/4/2022,19:00:00,14.22,11.94,30.24,,37.78,22.77,15.11,28.49,
22/4/2022,20:00:00,16.32,11.60,27.04,,35.69,20.45,13.46,31.30,
22/4/2022,21:00:00,19.23,15.50,32.62,,38.56,27.66,14.72,33.27,
22/4/2022,22:00:00,10.15,11.94,28.95,,36.50,21.72,11.20,32.13,
22/4/2022,23:00:00,11.27,12.37,19.03,,27.71,18.99,10.87,31.60,
23/4/2022,0:00:00,16.12,12.80,28.95,,42.31,20.10,16.62,31.17,
23/4/2022,1:00:00,19.07,13.69,40.55,,51.85,23.79,14.11,33.26,
23/4/2022,2:00:00,17.31,13.59,41.03,,60.91,23.28,11.05,35.73,
23/4/2022,3:00:00,16.01,12.80,51.07,,77.99,23.45,16.56,32.44,
23/4/2022,4:00:00,15.27,10.55,34.88,,34.57,24.16,18.22,29.47,
23/4/2022,5:00:00,13.31,5.75,40.36,,40.22,22.10,13.97,27.55,
23/4/2022,6:00:00,8.30,6.19,37.34,,52.20,24.20,07.02,28.34,
23/4/2022,7:00:00,14.78,6.63,59.74,,88.19,27.71,09.01,34.78,
23/4/2022,8:00:00,18.42,9.13,83.40,,101.30,35.64,14.61,39.81,
23/4/2022,9:00:00,26.48,14.49,60.22,,79.66,43.35,23.76,48.68,
23/4/2022,10:00:00,21.87,14.28,56.92,,75.43,44.78,23.71,58.95,
23/4/2022,11:00:00,11.32,7.36,47.05,,62.81,41.15,11.32,66.75,
23/4/2022,12:00:00,11.02,6.68,30.97,,43.91,31.82,9.53,52.58,
23/4/2022,13:00:00,12.98,8.60,25.37,,35.59,18.56,10.83,41.97,
23/4/2022,14:00:00,11.46,8.59,18.42,,31.56,14.77,10.42,37.44,
23/4/2022,15:00:00,12.73,9.25,14.24,,19.73,11.64,11.46,25.94,
23/4/2022,16:00:00,13.53,9.41,16.41,,17.74,10.94,12.14,24.86,
23/4/2022,17:00:00,14.20,10.87,17.82,,21.47,13.54,12.08,23.73,
23/4/2022,18:00:00,12.36,11.85,17.38,,24.24,17.56,13.11,24.64,
23/4/2022,19:00:00,12.65,12.48,18.87,,24.14,17.97,13.39,26.14,
23/4/2022,20:00:00,18.09,12.53,26.66,,29.94,17.21,16.96,29.77,
23/4/2022,21:00:00,31.02,14.61,31.80,,39.07,23.32,15.17,34.82,
23/4/2022,22:00:00,29.99,17.29,36.72,,45.73,29.33,15.67,37.59,
23/4/2022,23:00:00,24.04,17.94,36.27,,46.48,35.23,17.64,35.44,
24/4/2022,0:00:00,18.63,20.25,32.78,,38.03,33.52,17.04,34.67,
24/4/2022,1:00:00,24.41,19.26,36.25,,41.95,30.71,19.01,32.30,
24/4/2022,2:00:00,24.94,21.40,35.31,,57.70,30.53,19.63,30.49,
24/4/2022,3:00:00,24.90,21.47,30.11,,46.98,28.76,20.98,31.08,
24/4/2022,4:00:00,30.03,19.79,27.27,,40.90,24.29,21.60,30.01,
24/4/2022,5:00:00,31.51,19.21,35.55,,39.53,23.70,23.09,32.70,
24/4/2022,6:00:00,34.84,23.09,34.63,,67.83,27.96,22.07,40.83,
24/4/2022,7:00:00,30.96,21.81,41.74,,60.07,29.57,22.88,43.22,
24/4/2022,8:00:00,27.23,18.84,44.59,,84.27,33.02,18.88,45.76,
24/4/2022,9:00:00,30.70,20.67,50.75,,92.62,43.60,19.06,53.41,
24/4/2022,10:00:00,35.88,21.45,49.72,,80.29,53.37,21.09,52.98,
24/4/2022,11:00:00,29.25,19.39,43.61,,56.51,49.35,18.76,50.59,
24/4/2022,12:00:00,16.75,9.83,29.78,,38.63,22.12,14.44,42.04,
24/4/2022,13:00:00,14.48,11.30,23.29,,31.27,16.31,14.12,31.66,
24/4/2022,14:00:00,13.02,8.79,20.04,,26.35,18.12,12.10,28.59,
24/4/2022,15:00:00,13.29,9.29,18.94,,23.90,16.36,12.95,26.53,
24/4/2022,16:00:00,13.44,9.14,18.34,,21.83,15.39,10.71,22.70,
24/4/2022,17:00:00,14.07,11.33,15.98,,21.06,14.17,12.07,20.60,
24/4/2022,18:00:00,14.29,12.92,15.39,,20.24,13.19,13.98,23.90,
24/4/2022,19:00:00,17.67,14.07,21.23,,23.49,14.32,16.27,25.95,
24/4/2022,20:00:00,22.26,14.49,30.12,,29.57,13.20,17.64,30.15,
24/4/2022,21:00:00,22.38,13.77,28.82,,33.04,15.53,15.02,33.03,
24/4/2022,22:00:00,17.87,11.22,31.01,,31.85,21.70,14.26,38.18,
24/4/2022,23:00:00,14.88,9.75,26.59,,36.16,20.65,10.21,37.81,
25/4/2022,0:00:00,9.94,8.82,19.17,,27.59,11.89,9.20,35.73,
25/4/2022,1:00:00,9.23,09.01,12.82,,23.17,15.22,7.70,35.28,
25/4/2022,2:00:00,19.92,16.57,11.29,,20.94,6.46,12.31,33.15,
25/4/2022,3:00:00,10.73,8.67,18.94,,16.73,11.61,8.25,26.64,
25/4/2022,4:00:00,12.88,8.39,19.12,,23.08,16.43,10.14,15.96,
25/4/2022,5:00:00,13.38,8.91,16.92,,21.76,18.00,9.33,15.91,
25/4/2022,6:00:00,14.76,10.14,19.53,,37.21,16.80,11.95,17.49,
25/4/2022,7:00:00,14.67,10.43,31.99,,104.19,22.31,19.38,27.20,
25/4/2022,8:00:00,18.29,14.62,77.56,,154.15,26.94,28.70,45.47,
25/4/2022,9:00:00,22.48,21.32,88.00,,154.20,34.46,39.10,53.40,
25/4/2022,10:00:00,29.72,39.50,61.88,,63.30,45.22,49.43,71.60,
25/4/2022,11:00:00,43.60,34.71,56.34,,,45.48,47.49,77.86,
25/4/2022,12:00:00,36.35,36.98,49.62,,,40.09,37.09,73.91,
25/4/2022,13:00:00,40.50,27.17,53.38,,,38.94,29.98,59.28,
25/4/2022,14:00:00,27.27,27.24,41.57,,,42.98,23.74,51.29,
25/4/2022,15:00:00,26.69,23.41,35.67,,,39.89,33.39,58.35,
25/4/2022,16:00:00,20.29,15.56,32.71,,,37.35,27.57,57.47,
25/4/2022,17:00:00,15.95,12.40,31.24,,,29.23,16.99,58.69,
25/4/2022,18:00:00,16.36,15.60,29.76,,,22.28,18.04,49.85,
25/4/2022,19:00:00,16.61,14.80,28.65,,,25.03,18.13,47.78,
25/4/2022,20:00:00,20.44,12.94,36.59,,,21.04,17.74,50.22,
25/4/2022,21:00:00,28.16,15.99,43.17,,,25.27,18.16,48.71,
25/4/2022,22:00:00,25.95,17.77,45.79,,,29.62,16.30,59.46,
25/4/2022,23:00:00,15.30,14.82,44.73,,,27.01,13.08,51.59,
26/4/2022,0:00:00,16.33,11.42,46.13,,,24.75,11.68,41.20,
