date,HORA,SBJ,CDM,STA,VMT,CRS,SJL,SMP,CRB,PPD
1/1/2022,0:00:00,,11.72,37.02,49.39,,44.77,16.02,,
1/1/2022,1:00:00,,13.03,66.67,80.28,,98.40,56.89,,
1/1/2022,2:00:00,,18.21,47.81,130.13,,99.80,26.68,,
1/1/2022,3:00:00,,27.50,57.97,107.73,,91.10,23.63,,
1/1/2022,4:00:00,,25.14,52.99,93.25,,51.55,19.74,,
1/1/2022,5:00:00,,18.95,51.85,67.49,,51.15,25.76,,
1/1/2022,6:00:00,,21.46,60.97,55.51,,55.38,31.78,,
1/1/2022,7:00:00,,28.00,63.06,48.82,,57.73,37.51,,
1/1/2022,8:00:00,,17.95,66.72,37.83,,65.96,37.36,,
1/1/2022,9:00:00,,18.27,57.08,35.51,,63.15,43.28,,
1/1/2022,10:00:00,,13.22,38.88,35.62,,50.03,41.54,,
1/1/2022,11:00:00,,11.65,28.09,32.22,,40.39,23.47,,
1/1/2022,12:00:00,,8.45,22.84,24.58,,34.70,13.91,,
1/1/2022,13:00:00,,6.25,15.63,20.11,,23.35,10.82,,
1/1/2022,14:00:00,,5.15,11.53,15.64,,16.00,9.20,,
1/1/2022,15:00:00,,5.42,9.58,15.35,,12.38,9.68,,
1/1/2022,16:00:00,,6.00,9.12,15.44,,10.78,10.46,,
1/1/2022,17:00:00,,6.23,8.14,13.31,,10.34,9.35,,
1/1/2022,18:00:00,,7.12,8.93,18.65,,10.02,10.05,,
1/1/2022,19:00:00,,9.61,11.91,26.32,,12.10,11.58,,
1/1/2022,20:00:00,,10.27,15.24,27.93,,15.30,13.40,,
1/1/2022,21:00:00,,14.29,20.06,18.31,,19.58,13.72,,
1/1/2022,22:00:00,,7.78,20.62,18.54,,23.26,13.66,,
1/1/2022,23:00:00,,07.01,15.59,16.69,,18.30,10.46,,
2/1/2022,0:00:00,,9.91,16.87,18.16,,19.35,9.42,,
2/1/2022,1:00:00,,6.87,16.57,21.30,,20.39,8.50,,
2/1/2022,2:00:00,,6.97,19.30,16.55,,25.72,9.95,,
2/1/2022,3:00:00,,7.76,21.73,29.54,,13.26,09.01,,
2/1/2022,4:00:00,,14.82,20.43,38.25,,23.79,13.07,,
2/1/2022,5:00:00,,17.69,23.55,38.60,,27.86,18.19,,
2/1/2022,6:00:00,,15.37,27.83,41.31,,29.55,18.80,,
2/1/2022,7:00:00,,13.66,35.19,46.98,,30.28,20.04,,
2/1/2022,8:00:00,,11.13,28.48,39.76,,38.99,16.53,,
2/1/2022,9:00:00,,11.03,22.86,38.13,,31.59,15.52,,
2/1/2022,10:00:00,,11.77,22.54,31.73,,24.38,15.91,,
2/1/2022,11:00:00,,13.33,21.06,25.90,,21.72,19.00,,
2/1/2022,12:00:00,,09.03,22.61,25.83,,21.58,12.88,,
2/1/2022,13:00:00,,9.34,16.05,25.75,,16.25,11.16,,
2/1/2022,14:00:00,,8.20,15.71,19.68,,14.49,10.00,,
2/1/2022,15:00:00,,8.45,13.13,17.62,,13.94,10.95,,
2/1/2022,16:00:00,,9.72,13.22,16.32,,13.32,12.24,,
2/1/2022,17:00:00,,10.18,14.08,22.41,,14.53,13.75,,
2/1/2022,18:00:00,,10.36,13.35,30.12,,19.26,13.38,,
2/1/2022,19:00:00,,9.98,14.75,33.77,,25.98,13.97,,
2/1/2022,20:00:00,,9.84,15.79,25.15,,22.71,15.08,,
2/1/2022,21:00:00,,10.02,20.15,20.29,,19.16,13.24,,
2/1/2022,22:00:00,,12.55,23.03,30.78,,27.64,15.62,,
2/1/2022,23:00:00,,10.54,23.69,35.61,,26.78,14.44,,
3/1/2022,0:00:00,,8.77,16.45,26.28,,18.14,10.31,,
3/1/2022,1:00:00,,11.38,16.27,26.14,,20.00,12.74,,
3/1/2022,2:00:00,,10.57,19.87,32.69,,22.71,12.78,,
3/1/2022,3:00:00,,14.83,23.31,32.05,,25.48,13.75,,
3/1/2022,4:00:00,,10.95,42.88,28.01,,35.77,15.28,,
3/1/2022,5:00:00,,10.24,24.30,24.54,,38.35,14.73,,
3/1/2022,6:00:00,,10.02,23.37,26.13,,36.49,13.27,,
3/1/2022,7:00:00,,10.35,26.13,32.05,,33.22,20.03,,
3/1/2022,8:00:00,,16.32,36.76,32.00,,51.32,24.41,,
3/1/2022,9:00:00,,15.78,37.92,35.30,,65.84,30.58,,
3/1/2022,10:00:00,,13.37,28.81,35.08,,41.60,20.47,,
3/1/2022,11:00:00,,12.56,24.26,34.87,,31.01,16.54,,
3/1/2022,12:00:00,,9.60,21.31,28.58,,27.37,13.55,,
3/1/2022,13:00:00,,7.57,17.48,24.19,,22.98,12.46,,
3/1/2022,14:00:00,,7.28,12.64,18.73,,19.28,10.19,,
3/1/2022,15:00:00,,7.98,10.99,17.12,,15.66,10.27,,
3/1/2022,16:00:00,,09.05,11.15,16.83,,15.81,11.05,,
3/1/2022,17:00:00,,10.21,10.29,20.88,,15.16,12.73,,
3/1/2022,18:00:00,,10.53,11.98,35.02,,16.25,13.39,,
3/1/2022,19:00:00,,12.69,14.26,51.91,,18.77,16.15,,
3/1/2022,20:00:00,,11.87,18.44,50.12,,24.15,14.96,,
3/1/2022,21:00:00,,13.11,21.64,45.37,,29.47,15.28,,
3/1/2022,22:00:00,,11.51,23.16,43.15,,27.62,15.96,,
3/1/2022,23:00:00,,10.14,27.54,35.88,,32.95,14.57,,
4/1/2022,0:00:00,,9.60,21.40,41.49,,26.82,12.19,,
4/1/2022,1:00:00,,09.07,20.82,26.73,,35.19,12.56,,
4/1/2022,2:00:00,,7.70,22.83,15.49,,34.58,12.04,,
4/1/2022,3:00:00,,8.16,26.19,22.27,,29.00,11.39,,
4/1/2022,4:00:00,,8.22,23.78,18.62,,28.01,9.78,,
4/1/2022,5:00:00,,8.49,20.86,15.59,,30.71,11.52,,
4/1/2022,6:00:00,,7.92,26.87,18.57,,34.45,13.52,,
4/1/2022,7:00:00,,7.85,29.33,23.62,,36.14,13.34,,
4/1/2022,8:00:00,,7.90,41.06,26.74,,41.76,12.17,,
4/1/2022,9:00:00,,08.06,35.73,29.86,,49.27,14.73,,
4/1/2022,10:00:00,,08.09,22.98,28.02,,41.03,13.88,,
4/1/2022,11:00:00,,7.70,20.14,24.57,,33.20,12.86,,
4/1/2022,12:00:00,,7.35,18.28,21.90,,24.23,11.49,,
4/1/2022,13:00:00,,6.25,16.51,20.30,,20.83,10.09,,
4/1/2022,14:00:00,,16.03,14.49,18.48,,19.13,10.57,,
4/1/2022,15:00:00,,7.92,15.14,17.61,,21.39,9.91,,
4/1/2022,16:00:00,,08.04,11.35,16.70,,18.03,10.72,,
4/1/2022,17:00:00,,9.39,11.77,20.94,,18.55,14.00,,
4/1/2022,18:00:00,,10.16,11.75,24.40,,21.22,14.39,,
4/1/2022,19:00:00,,9.91,14.29,41.90,,24.27,17.87,,
4/1/2022,20:00:00,,12.93,13.46,59.51,,25.54,18.99,,
4/1/2022,21:00:00,,14.94,21.91,54.58,,24.08,23.37,,
4/1/2022,22:00:00,,14.15,32.50,42.92,,29.26,20.29,,
4/1/2022,23:00:00,,11.29,31.21,36.78,,30.88,13.80,,
5/1/2022,0:00:00,,8.59,33.69,36.89,,31.20,11.14,,
5/1/2022,1:00:00,,8.60,29.45,35.66,,35.15,10.90,,
5/1/2022,2:00:00,,12.13,25.70,33.55,,33.18,13.39,,
5/1/2022,3:00:00,,16.17,24.51,30.69,,33.15,16.23,,
5/1/2022,4:00:00,,14.48,27.33,27.78,,36.95,17.00,,
5/1/2022,5:00:00,,14.18,28.69,30.61,,39.10,16.73,,
5/1/2022,6:00:00,,13.46,28.49,33.44,,39.97,14.76,,
5/1/2022,7:00:00,,12.15,28.70,36.86,,38.08,17.89,,
5/1/2022,8:00:00,,15.65,30.29,46.68,,49.21,22.95,,
5/1/2022,9:00:00,,18.43,31.64,41.42,,56.16,30.64,,
5/1/2022,10:00:00,,15.16,31.25,35.85,,45.71,27.54,,
5/1/2022,11:00:00,,11.57,25.44,31.64,,38.04,21.85,,
5/1/2022,12:00:00,,10.98,19.37,27.23,,29.08,17.84,,
5/1/2022,13:00:00,,10.85,16.78,26.56,,26.47,18.92,,
5/1/2022,14:00:00,,9.63,13.93,20.86,,21.90,13.88,,
5/1/2022,15:00:00,,9.79,12.81,31.92,,18.83,13.19,,
5/1/2022,16:00:00,,9.10,12.38,19.36,,18.17,11.03,,
5/1/2022,17:00:00,,9.24,15.48,14.82,,18.70,13.48,,
5/1/2022,18:00:00,,8.54,18.92,21.45,,20.95,12.87,,
5/1/2022,19:00:00,,8.40,21.47,22.31,,20.94,12.56,,
5/1/2022,20:00:00,,9.41,21.73,30.58,,23.15,12.26,,
5/1/2022,21:00:00,,08.02,22.83,28.00,,21.98,10.58,,
5/1/2022,22:00:00,,9.89,21.51,26.28,,20.37,12.02,,
5/1/2022,23:00:00,,9.59,23.71,27.23,,23.34,13.61,,
6/1/2022,0:00:00,,8.66,24.31,21.86,,23.71,11.94,,
6/1/2022,1:00:00,,8.40,20.61,25.80,,29.92,12.26,,
6/1/2022,2:00:00,,9.66,17.93,26.33,,26.71,12.91,,
6/1/2022,3:00:00,,11.50,18.90,26.86,,25.14,13.56,,
6/1/2022,4:00:00,,16.52,22.77,34.69,,31.77,17.77,,
6/1/2022,5:00:00,,19.97,27.73,34.39,,33.91,20.14,,
6/1/2022,6:00:00,,13.93,36.24,47.26,,32.75,16.03,,
6/1/2022,7:00:00,,17.22,35.58,49.01,,49.71,13.24,,
6/1/2022,8:00:00,,20.13,45.02,54.37,,67.39,20.04,,
6/1/2022,9:00:00,,17.93,46.34,54.84,,76.36,27.69,,
6/1/2022,10:00:00,25.66,15.40,36.15,45.01,,50.09,29.88,,
6/1/2022,11:00:00,15.54,10.00,29.33,35.54,,35.17,23.86,,
6/1/2022,12:00:00,12.92,9.47,27.37,26.91,,29.69,20.49,,
6/1/2022,13:00:00,11.66,9.72,22.50,22.73,,26.83,19.86,,
6/1/2022,14:00:00,12.08,10.74,17.69,19.89,,22.97,21.09,,
6/1/2022,15:00:00,12.26,8.80,15.26,19.99,,23.30,16.06,,
6/1/2022,16:00:00,12.38,9.31,10.29,20.78,,19.30,12.40,,
6/1/2022,17:00:00,13.92,10.92,10.53,24.71,,16.78,12.63,,
6/1/2022,18:00:00,13.54,11.05,12.15,18.18,,16.18,13.61,,
6/1/2022,19:00:00,15.80,9.20,15.34,24.41,,18.09,15.51,,
6/1/2022,20:00:00,14.25,,22.15,25.36,,22.61,14.10,,
6/1/2022,21:00:00,13.99,,23.69,26.30,,28.46,13.49,,
6/1/2022,22:00:00,13.60,,19.36,21.45,,22.92,12.99,,
6/1/2022,23:00:00,14.12,,21.00,25.12,,26.66,13.19,,
7/1/2022,0:00:00,13.57,,20.71,30.41,,21.83,17.78,,
7/1/2022,1:00:00,13.96,,20.59,32.10,,24.50,16.74,,
7/1/2022,2:00:00,15.87,,23.51,33.19,,30.47,19.01,,
7/1/2022,3:00:00,15.95,,23.53,30.92,,31.59,16.59,,
7/1/2022,4:00:00,16.29,,23.49,26.33,,32.77,15.37,,
7/1/2022,5:00:00,21.39,,27.54,33.51,,26.31,17.94,,
7/1/2022,6:00:00,30.93,,40.60,51.04,,38.30,23.72,,
7/1/2022,7:00:00,23.42,,53.41,58.52,,46.76,21.77,,
7/1/2022,8:00:00,29.77,,59.98,58.55,,61.99,23.28,,
7/1/2022,9:00:00,18.11,,42.96,51.75,,61.39,17.30,,
7/1/2022,10:00:00,16.05,,32.59,33.84,,35.98,15.50,,
7/1/2022,11:00:00,13.07,,17.83,25.19,,28.47,17.56,,
7/1/2022,12:00:00,12.87,,17.27,24.06,,30.02,18.59,,
7/1/2022,13:00:00,,,,,,,,,
7/1/2022,14:00:00,,,,,,,,,
7/1/2022,15:00:00,,,,,,,,,
7/1/2022,16:00:00,,,,,,,,,
7/1/2022,17:00:00,,,,,,,,,
7/1/2022,18:00:00,,,,,,,,,
7/1/2022,19:00:00,38.62,19.17,16.03,21.10,,28.07,11.45,,
7/1/2022,20:00:00,13.27,18.07,17.42,27.83,,24.55,37.29,,
7/1/2022,21:00:00,13.36,12.56,19.08,20.74,,23.89,30.09,,
7/1/2022,22:00:00,12.14,10.54,19.19,21.53,,23.59,23.50,,
7/1/2022,23:00:00,11.41,9.91,18.70,18.92,,21.70,15.82,,
8/1/2022,0:00:00,11.37,9.57,17.17,16.22,,24.68,14.19,,
8/1/2022,1:00:00,12.02,10.81,14.03,16.98,,17.79,10.50,,
8/1/2022,2:00:00,11.86,10.34,14.40,16.88,,15.87,11.87,,
8/1/2022,3:00:00,14.81,11.86,17.12,23.79,,20.52,14.21,,
8/1/2022,4:00:00,12.01,8.94,23.86,24.26,,28.98,13.27,,
8/1/2022,5:00:00,10.94,8.13,21.95,18.85,,34.01,11.61,,
8/1/2022,6:00:00,12.44,8.00,20.81,18.89,,27.17,13.06,,
8/1/2022,7:00:00,14.61,10.65,26.64,32.53,,36.73,19.02,,
8/1/2022,8:00:00,20.75,15.79,34.42,37.32,,45.42,23.74,,
8/1/2022,9:00:00,29.80,16.39,36.34,34.29,,57.77,26.86,,
8/1/2022,10:00:00,18.49,09.08,33.70,36.51,,48.84,16.77,,
8/1/2022,11:00:00,16.87,7.90,21.23,31.59,,30.72,12.21,,
8/1/2022,12:00:00,12.88,6.85,16.63,23.44,,21.37,11.09,,
8/1/2022,13:00:00,10.74,5.56,13.68,18.25,,18.37,9.14,,
8/1/2022,14:00:00,9.20,4.68,11.61,18.56,,16.13,9.63,,
8/1/2022,15:00:00,9.10,05.05,10.83,18.33,,16.00,8.74,,
8/1/2022,16:00:00,9.27,5.21,10.61,16.48,,14.73,9.18,,
8/1/2022,17:00:00,10.41,5.94,11.08,14.62,,15.25,09.02,,
8/1/2022,18:00:00,12.30,7.11,15.11,20.05,,17.49,13.64,,
8/1/2022,19:00:00,15.11,7.72,14.99,26.45,,17.80,12.60,,
8/1/2022,20:00:00,16.22,9.29,19.80,28.72,,18.92,12.13,,
8/1/2022,21:00:00,12.48,9.77,19.96,27.46,,22.97,11.91,,
8/1/2022,22:00:00,10.39,8.22,20.48,29.84,,21.61,12.82,,
8/1/2022,23:00:00,9.63,7.29,21.57,25.74,,19.81,11.10,,
9/1/2022,0:00:00,8.25,7.28,15.38,14.24,,17.64,9.41,,
9/1/2022,1:00:00,7.54,6.67,16.68,10.07,,15.77,7.86,,
9/1/2022,2:00:00,6.79,6.12,17.32,9.56,,18.36,6.65,,
9/1/2022,3:00:00,7.68,6.32,14.49,13.47,,19.60,6.49,,
9/1/2022,4:00:00,7.70,6.83,15.61,13.10,,20.06,7.40,,
9/1/2022,5:00:00,7.83,7.53,15.96,15.39,,19.94,8.81,,
9/1/2022,6:00:00,9.46,9.99,16.26,19.52,,22.34,12.57,,
9/1/2022,7:00:00,12.45,11.70,22.28,24.94,,24.82,16.64,,
9/1/2022,8:00:00,15.15,14.00,23.36,32.97,,35.52,15.05,,
9/1/2022,9:00:00,18.74,13.27,21.37,32.43,,42.54,17.53,,
9/1/2022,10:00:00,18.21,11.11,17.92,34.15,,33.13,15.62,,
9/1/2022,11:00:00,14.22,8.71,11.80,25.18,,14.63,13.66,,
9/1/2022,12:00:00,11.71,6.69,12.29,17.76,,15.72,10.44,,
9/1/2022,13:00:00,10.21,5.59,10.64,16.70,,12.13,08.04,,
9/1/2022,14:00:00,8.25,4.15,8.55,12.63,,9.83,06.03,,
9/1/2022,15:00:00,7.69,3.80,7.33,11.04,,9.32,6.12,,
9/1/2022,16:00:00,7.79,4.52,13.31,9.46,,9.55,6.61,,
9/1/2022,17:00:00,8.22,5.18,10.27,9.26,,8.60,6.52,,
9/1/2022,18:00:00,9.96,05.05,9.00,13.77,,9.83,8.19,,
9/1/2022,19:00:00,9.46,6.34,9.72,19.24,,10.18,12.00,,
9/1/2022,20:00:00,9.99,6.44,12.13,17.88,,10.90,12.11,,
9/1/2022,21:00:00,10.51,07.01,13.12,27.82,,13.35,9.46,,
9/1/2022,22:00:00,8.71,5.92,14.08,18.41,,12.03,8.63,,
9/1/2022,23:00:00,7.92,5.28,15.76,13.20,,11.86,7.91,,
10/1/2022,0:00:00,08.04,5.34,14.94,10.74,,16.44,7.95,,
10/1/2022,1:00:00,08.09,5.43,11.34,11.69,,20.46,8.00,,
10/1/2022,2:00:00,08.02,5.94,10.47,11.63,,16.62,7.91,,
10/1/2022,3:00:00,8.73,6.79,9.12,13.99,,16.81,8.44,,
10/1/2022,4:00:00,11.45,6.71,9.68,18.38,,14.13,8.25,,
10/1/2022,5:00:00,8.62,5.46,12.44,16.79,,12.61,7.42,,
10/1/2022,6:00:00,12.09,7.12,15.21,23.14,,20.59,09.04,,
10/1/2022,7:00:00,12.10,9.84,20.13,28.90,,37.02,11.81,,
10/1/2022,8:00:00,16.30,11.46,24.73,26.74,,42.85,14.27,,
10/1/2022,9:00:00,13.74,9.55,24.44,32.09,,49.13,14.25,,
10/1/2022,10:00:00,11.35,8.65,19.58,31.26,,25.51,12.22,,
10/1/2022,11:00:00,11.99,8.76,18.00,26.91,,23.43,13.23,,
10/1/2022,12:00:00,9.44,7.44,16.04,22.55,,19.70,9.75,,
10/1/2022,13:00:00,8.82,6.41,11.48,14.58,,17.12,9.38,,
10/1/2022,14:00:00,9.25,6.12,11.41,14.67,,16.60,9.59,,
10/1/2022,15:00:00,10.77,5.75,12.34,14.95,,15.49,8.83,,
10/1/2022,16:00:00,11.67,5.28,12.26,15.26,,17.03,8.40,,
10/1/2022,17:00:00,10.27,5.48,14.43,15.34,,16.80,8.44,,
10/1/2022,18:00:00,10.61,5.54,17.14,18.92,,19.21,08.01,,
10/1/2022,19:00:00,09.05,6.59,18.84,27.11,,21.81,8.25,,
10/1/2022,20:00:00,8.77,6.45,21.50,22.51,,23.32,10.38,,
10/1/2022,21:00:00,9.31,5.94,21.98,26.99,,23.80,10.66,,
10/1/2022,22:00:00,8.96,5.98,24.52,24.12,,23.57,10.74,,
10/1/2022,23:00:00,7.35,6.21,24.67,14.21,,24.51,8.37,,
11/1/2022,0:00:00,7.42,6.54,25.67,11.27,,30.34,7.80,,
11/1/2022,1:00:00,7.19,6.10,25.09,14.93,,39.96,9.49,,
11/1/2022,2:00:00,8.32,6.52,23.44,20.18,,29.02,9.52,,
11/1/2022,3:00:00,8.81,07.07,26.86,16.20,,34.02,8.87,,
11/1/2022,4:00:00,12.14,9.33,26.14,20.01,,37.78,12.51,,
11/1/2022,5:00:00,8.96,7.73,22.07,21.51,,37.13,10.88,,
11/1/2022,6:00:00,10.88,7.41,16.63,23.81,,25.10,10.15,,
11/1/2022,7:00:00,12.35,7.39,17.95,22.04,,24.42,11.09,,
11/1/2022,8:00:00,15.24,7.68,23.45,34.06,,39.95,11.83,,
11/1/2022,9:00:00,21.81,11.36,28.16,50.72,,48.73,16.43,,
11/1/2022,10:00:00,19.89,11.15,26.35,38.70,,40.27,18.84,,
11/1/2022,11:00:00,17.02,9.75,23.16,26.69,,30.10,18.08,,
11/1/2022,12:00:00,13.07,8.64,18.42,24.60,,23.13,13.85,,
11/1/2022,13:00:00,9.72,5.48,14.05,22.85,,17.88,10.94,,
11/1/2022,14:00:00,10.12,07.07,12.40,22.62,,15.39,10.99,,
11/1/2022,15:00:00,12.40,10.51,13.69,20.83,,17.63,13.64,,
11/1/2022,16:00:00,11.99,9.73,13.93,17.53,,16.53,13.61,,
11/1/2022,17:00:00,10.98,8.70,12.21,14.17,,19.54,13.03,,
11/1/2022,18:00:00,13.06,7.68,13.80,16.42,,18.77,12.85,,
11/1/2022,19:00:00,12.95,7.91,16.04,30.84,,17.73,15.33,,
11/1/2022,20:00:00,12.97,10.31,26.02,30.41,,20.41,16.59,,
11/1/2022,21:00:00,13.91,10.98,28.22,31.23,,29.20,13.60,,
11/1/2022,22:00:00,12.93,10.70,21.47,27.08,,31.07,13.96,,
11/1/2022,23:00:00,17.53,10.94,20.69,31.13,,28.46,14.32,,
12/1/2022,0:00:00,13.32,9.72,26.49,34.99,,30.84,16.95,,
12/1/2022,1:00:00,10.72,8.46,28.05,34.96,,35.60,12.26,,
12/1/2022,2:00:00,10.97,8.31,20.80,15.95,,35.24,10.32,,
12/1/2022,3:00:00,10.67,7.32,19.54,15.57,,29.43,9.98,,
12/1/2022,4:00:00,11.09,7.36,18.59,10.69,,16.83,9.91,,
12/1/2022,5:00:00,10.88,7.91,13.21,13.67,,18.83,11.01,,
12/1/2022,6:00:00,9.92,6.95,13.24,16.15,,13.49,10.12,,
12/1/2022,7:00:00,10.28,7.91,13.27,18.63,,19.83,11.63,,
12/1/2022,8:00:00,10.26,6.84,14.36,12.74,,14.68,11.53,,
12/1/2022,9:00:00,10.77,6.99,12.66,13.88,,16.42,11.21,,
12/1/2022,10:00:00,10.94,6.70,12.91,17.00,,17.66,10.02,,
12/1/2022,11:00:00,10.57,6.59,10.10,17.28,,16.62,9.27,,
12/1/2022,12:00:00,10.24,5.90,11.21,17.55,,16.54,9.11,,
12/1/2022,13:00:00,10.80,6.19,11.52,18.09,,15.96,9.17,,
12/1/2022,14:00:00,11.26,6.61,11.83,16.58,,17.12,9.23,,
12/1/2022,15:00:00,11.63,7.50,12.29,15.13,,16.11,10.47,,
12/1/2022,16:00:00,11.44,7.65,11.23,15.81,,16.81,11.50,,
12/1/2022,17:00:00,12.04,8.12,13.59,16.97,,18.54,12.53,,
12/1/2022,18:00:00,11.79,8.30,14.98,24.72,,21.41,12.72,,
12/1/2022,19:00:00,14.28,8.63,16.08,27.77,,24.06,14.99,,
12/1/2022,20:00:00,20.68,11.33,17.67,37.13,,24.45,16.43,,
12/1/2022,21:00:00,24.85,14.49,27.69,34.97,,22.94,19.17,,
12/1/2022,22:00:00,18.19,12.54,27.05,24.03,,28.82,20.37,,
12/1/2022,23:00:00,11.95,8.17,21.01,18.89,,22.61,13.56,,
13/1/2022,0:00:00,10.36,8.46,15.54,10.39,,15.46,10.89,,
13/1/2022,1:00:00,11.51,7.72,12.57,8.65,,12.82,10.75,,
13/1/2022,2:00:00,10.94,7.39,15.50,8.79,,13.33,9.88,,
13/1/2022,3:00:00,10.42,7.86,14.88,9.47,,15.27,9.82,,
13/1/2022,4:00:00,11.02,7.40,12.31,9.80,,15.01,10.16,,
13/1/2022,5:00:00,9.53,07.09,14.80,8.88,,16.44,9.43,,
13/1/2022,6:00:00,9.92,7.60,14.38,11.37,,19.70,9.82,,
13/1/2022,7:00:00,12.94,8.82,17.35,14.27,,16.55,14.99,,
13/1/2022,8:00:00,13.77,10.39,20.84,16.67,,21.45,16.04,,
13/1/2022,9:00:00,14.00,10.37,21.91,25.63,,26.93,13.17,,
13/1/2022,10:00:00,14.20,9.39,20.53,34.60,,27.27,12.96,,
13/1/2022,11:00:00,14.61,9.24,21.39,27.08,,27.26,14.56,,
13/1/2022,12:00:00,15.65,09.09,21.84,32.74,,27.20,13.86,,
13/1/2022,13:00:00,16.03,8.73,20.91,30.03,,27.41,12.41,,
13/1/2022,14:00:00,13.49,07.08,19.44,30.19,,27.96,11.63,,
13/1/2022,15:00:00,11.96,6.99,16.61,28.16,,,11.41,,
13/1/2022,16:00:00,12.82,8.60,14.73,24.14,,,12.13,,
13/1/2022,17:00:00,15.27,10.12,18.01,30.49,,,14.82,,
13/1/2022,18:00:00,16.76,11.72,21.73,33.72,,,20.45,,
13/1/2022,19:00:00,18.00,11.37,26.70,29.83,,,21.30,,
13/1/2022,20:00:00,14.27,7.85,25.45,34.29,,,10.38,,
13/1/2022,21:00:00,15.37,6.82,25.32,38.07,,,9.56,,
13/1/2022,22:00:00,12.90,6.76,25.50,36.24,,,9.14,,
13/1/2022,23:00:00,10.50,6.74,22.82,24.73,,,9.57,,
14/1/2022,0:00:00,10.31,5.84,17.25,11.01,,,8.29,,
14/1/2022,1:00:00,15.48,5.52,15.28,9.68,,,7.35,,
14/1/2022,2:00:00,9.15,5.90,10.23,07.08,,15.20,6.58,,
14/1/2022,3:00:00,9.00,6.83,7.52,8.00,,14.37,7.47,,
14/1/2022,4:00:00,7.76,6.13,10.84,10.20,,15.84,8.60,,
14/1/2022,5:00:00,8.27,6.31,15.38,16.65,,14.72,8.99,,
14/1/2022,6:00:00,11.66,8.78,17.51,27.64,,21.60,11.82,,
14/1/2022,7:00:00,13.80,9.79,17.11,31.61,,28.50,13.37,,
14/1/2022,8:00:00,17.12,9.28,22.23,37.42,,35.45,15.39,,
14/1/2022,9:00:00,16.04,9.18,21.39,37.30,,37.70,15.09,,
14/1/2022,10:00:00,12.79,8.23,27.12,41.88,,33.31,12.24,,
14/1/2022,11:00:00,14.32,7.61,26.78,40.00,,35.17,11.32,,
14/1/2022,12:00:00,12.69,6.77,23.12,38.11,,30.85,9.72,,
14/1/2022,13:00:00,12.15,5.21,18.70,32.84,,22.33,8.54,,
14/1/2022,14:00:00,10.22,4.81,14.42,21.78,,17.84,7.66,,
14/1/2022,15:00:00,10.45,05.07,12.28,19.18,,16.95,8.21,,
14/1/2022,16:00:00,9.85,5.70,13.28,16.97,,15.90,8.70,,
14/1/2022,17:00:00,10.92,6.13,16.05,19.39,,17.72,9.11,,
14/1/2022,18:00:00,9.87,5.93,14.26,19.25,,16.54,9.81,,
14/1/2022,19:00:00,12.03,5.81,14.49,21.60,,16.43,9.51,,
14/1/2022,20:00:00,12.55,6.36,15.69,23.66,,17.39,10.97,,
14/1/2022,21:00:00,13.28,7.85,26.57,27.55,,17.75,10.04,,
14/1/2022,22:00:00,12.66,8.45,19.09,28.26,,20.81,10.83,,
14/1/2022,23:00:00,11.33,8.79,18.40,19.63,,22.44,11.29,,
15/1/2022,0:00:00,10.24,8.81,16.56,24.74,,19.38,9.98,,
15/1/2022,1:00:00,12.63,10.04,18.76,28.89,,24.48,13.43,,
15/1/2022,2:00:00,11.81,12.07,18.86,26.11,,29.36,12.70,,
15/1/2022,3:00:00,12.14,10.16,18.47,36.12,,23.80,10.17,,
15/1/2022,4:00:00,12.47,9.99,21.39,38.25,,33.44,11.60,,
15/1/2022,5:00:00,12.40,9.36,21.79,37.09,,33.27,12.38,,
15/1/2022,6:00:00,12.50,9.51,23.10,45.33,,34.64,13.92,,
15/1/2022,7:00:00,14.00,9.93,25.40,46.37,,35.68,15.28,,
15/1/2022,8:00:00,14.03,10.68,26.62,49.95,,41.79,16.03,,
15/1/2022,9:00:00,14.83,7.53,25.19,48.03,,37.19,13.39,,
15/1/2022,10:00:00,15.49,6.65,31.68,60.78,,36.41,15.06,,
15/1/2022,11:00:00,15.88,7.98,31.55,47.90,,44.58,16.37,,
15/1/2022,12:00:00,11.11,6.54,20.67,35.02,,31.99,13.81,,
15/1/2022,13:00:00,10.26,5.99,19.26,34.66,,24.33,14.86,,
15/1/2022,14:00:00,9.89,5.36,17.47,29.38,,21.90,13.99,,
15/1/2022,15:00:00,9.38,05.02,15.24,17.53,,19.63,11.76,,
15/1/2022,16:00:00,9.41,5.18,14.58,22.28,,16.29,10.49,,
15/1/2022,17:00:00,9.19,5.86,10.12,21.96,,14.46,9.98,,
15/1/2022,18:00:00,10.17,6.71,10.91,33.65,,16.26,9.68,,
15/1/2022,19:00:00,10.87,6.95,12.17,28.96,,17.07,12.84,,
15/1/2022,20:00:00,12.30,07.06,12.60,37.93,,19.26,14.43,,
15/1/2022,21:00:00,11.58,07.03,11.79,26.18,,15.33,12.79,,
15/1/2022,22:00:00,12.41,8.51,13.22,33.94,,19.97,12.95,,
15/1/2022,23:00:00,13.05,7.88,16.71,34.15,,25.98,11.90,,
16/1/2022,0:00:00,10.05,6.62,18.38,28.89,,21.52,10.04,,
16/1/2022,1:00:00,7.85,6.98,15.61,19.81,,14.86,8.37,,
16/1/2022,2:00:00,7.61,6.13,12.20,17.90,,16.82,8.66,,
